id;name;address;city;state;postal_code;latitude;longitude;created_by;last_modified_by
959;Polsek Kusus Jatiluhur;Jl. Ir H Juanda Jatiluhur Purwakarta;;;;107.41498617;-6.52771;System;System
960;Raihan Motor;ruko Auto Part Ramanda, Jl. Margonda Raya Blok C No.22-23, Pancoran MAS, Depok, Jabar;;;;106.825028;-6.389525;System;System
961;RSU. Dr Slamet;Jalan Rumah Sakit Umum No. 12, Garut;;;;107.897655;-7.219908;System;System
962;Polsek Jatiluhur;Jl. Raya Citalang Kec. Purwakarta Kab. Purwakarta, Jawa Barat 41152;;;;107.408393112;-6.5287551;System;System
963;ATM Bank Muamalat KC Cirebon;Jl. Siliwangi Cirebon Kota Cirebon, Indonesia 45123;;;;108.5573807;-6.7039756;System;System
964;Klinik Permata Ibu;JL. Kukusan, 155 RT 001/08, Depok, 16425;;;;106.816163;-6.357419;System;System
965;Polsek Pasawahan;Jl. Terusan Kp. Halim Kec. Purwakarta Jawa Barat 41111;;;;107.4499413;-6.538681;System;System
966;indomaret spbu muchtar tabrani;Jl. Kh. Muchtar Tabrani No.6 Bekasi Utara,Jawa Barat 17124;;;;107.002899;-6.203804;System;System
967;Rumah Sakit Intan Husada Garut;Jalan Mayor Suherman No.72, Tarogong, Garut;;;;107.9039645;-7.2006625;System;System
968;Polsek Purwakarta;Jl. A. Yani No.150 Kec. Purwakarta Kab. Purwakarta, Jawa Barat 41114;;;;107.411273911;-6.5923975;System;System
969;Pertamina Retail Site (SPBU) - Bekasi Raya;Jl. Bekasi Raya Km. 23 Bekasi,Jawa Barat 13910;;;;106.9772002;-6.2087436;System;System
970;Klinik Spesialis Aria;JL. Tales, No. 94 RT 003/10, Beji Barat, Depok;;;;106.7942405;-6.4024844;System;System
971;Polsek Darangdan;Jl. Raya Drangdan Kec. Purwakarta Jawa Barat 41163;;;;107.40228917;-6.681237;System;System
972;ATM Muamalat - Giant Extra Gunung Jati;Jl. Raya Sunan Gunung Jati No.53 Desa Klayan,Kec.Gunung Jati Adidharma , Cirebon;;;;108.5510198;-6.6962453;System;System
973;Klinik THT Triadi;Jalan Margonda Raya No. 28, Rsia Bunda Margonda, Depok;;;;106.83442;-6.365359;System;System
974;Polsek Sukatani;Jl. Raya Sindangkasih;;;;107.41371316;-6.60829;System;System
975;ATM Muamalat Klinik Permata Bunda;Jl. Kesambi No. 133 Klinik Bersalin Permata Bunda Syariah Kesambi Kota Cirebon;;;;108.553963;-6.729053;System;System
976;Rumah Sakit Islam Garut;jalan pasawahan cipanas, Pananjung, Tarogong Kaler, Kab. Garut,;;;;107.888491;-7.175785;System;System
977;Polsek Plered;Jl. Warung Kandang-Plered Kec. Purwakarta Jawa Barat 41162;;;;107.38031317;-6.645972;System;System
978;ATM Muamalat KK Pemuda /Cipto;Jl. Pemuda Kav.5 No.36 Rt.07 Rw 08 Margasari,Kec.Kesambi Sunyaragi Kesambi  Cirebon;;;;108.5434993;-6.7306186;System;System
979;Yayasan Sangkakala;Jl. Tole Iskandar Raya 4 Mekarjaya Sukmajaya Depok;;;;106.8703;-6.415057;System;System
980;Polsek Bojong;Jl. Desa Tonjong Depok Kota Bogor, Jawa Barat 16922;;;;106.75699517;-6.481665;System;System
981;ATM Muamalat PT. Mukti Mandiri;Jl. Tuparev No. 20 PT. Mukti Mandiri Santiaji Kemlakagede Tengah Tani, Cirebon;;;;108.5300415;-6.7030744;System;System
982;RS. Dustira;Jalan Dr. Dustira No. 1, Cimahi, Jawa Barat;;;;107.5340044;-6.885231;System;System
983;Polres Karawang;Jl. SurotoKunto Karawang Kab. Karawang, Jawa Barat 41313;;;;107.3332117;-6.333303;System;System
984;Polsek Jasinga;JL Letjen Sayuti, No.5 Bogor;;;;106.4591074;-6.4648249;System;System
985;Rumah Sakit Mitra Kasih;Kota Cimahi, Cigugur Tengah, Cimahi Tengah;;;;107.5527581;-6.8841915;System;System
986;Polsek Klari;Jl. Raya Duren Klari;;;;107.36785517;-6.367208;System;System
987;Perdana Jaya Motor;Jl. Margonda Raya Blok B No.18, Depok, Jabar 16423;;;;106.8246791;-6.3895714;System;System
988;Rumah Sakit Wulandari;Jalan Jenderal Gatot Subroto No. 31, Baros, Cimahi Tengah;;;;107.541161;-6.882936;System;System
989;Polsek Telukjambe;Jl Sukagalih No 03 Telukjambe Timur Karawang, Tlp 0267-642222;;;;107.31317;-6.33761;System;System
990;BII ATM ALFAMART PEMUDA;Jl. Pemuda Cirebon Kota Cirebon, Jawa Barat 45132;;;;108.5421937;-6.7316824;System;System
991;Rumah Sakit Tni Ad Guntur;Jl Bratayudha, No. 101, Kotakulon, Garut Kota;;;;107.9039645;-7.2006625;System;System
992;Polsek Pangkalan;Jl. Raya Pangkalan Kab. Karawang, Jawa Barat 41362;;;;107.23692912;-6.4851731;System;System
993;BJB Cabang Utama Bandung;Jl. Braga No.12 BANDUNG - 40111;;;;107.6434794;-6.8812628;System;System
994;Rumah Sakit Mitra Anugrah Lestari;Jalan Cibaligo No. 76, Cimindi, Cimahi Selatan;;;;107.5559602;-6.900392;System;System
995;Polsek Cikampek;Jl. Ir. H. Juanda Karawang Kab. Karawang, Jawa Barat 41373;;;;107.4634517;-6.412274;System;System
996;BII ATM Grage Mall;Jl. Tentara Pelajar Cirebon Kota Cirebon, Jawa Barat 45124;;;;108.5521927;-6.7138676;System;System
997;klinik Al Inayah;JL. Raya Cihuni, No. 156, Kotakulon, Garut Kota;;;;107.8869635;-7.2157585;System;System
998;Jatisari;Jl. Raya Jatisari Kab. Karawang, Jawa Barat 41374;;;;107.52063417;-6.37231;System;System
999;Istana Auto Mobil;Jl. Kolonel Masturi No.151, Kota Cimahi, Jawa Barat 40511;;;;107.5435379;-6.8638961;System;System
1000;Rumah Sakit Jiwa Cisarua;Jalan Kolonel Masturi KM. 7, Cisarua, Lembang, Cimahi, Jawa Barat;;;;107.5632921;-6.8094454;System;System
1001;Polsek Cilamaya;Jl. Raya Cilamaya Kab. Karawang, Jawa Barat 41384;;;;107.56988814;-6.267683;System;System
1002;BII ATM CSB MALL;Jl. Dokter Cipto Mangunkusumo Cirebon Kota Cirebon, Jawa Barat 45131;;;;108.5499112;-6.7183386;System;System
1003;Rumah Sakit Umum Daerah Cibabat;Jalan Jenderal H. Amir Machmud No. 140, Cimahi, Jawa Barat;;;;107.5503318;-6.8793342;System;System
1004;Polsek Telagasari;Jl. Raya Syech Quro;;;;107.38951117;-6.288784;System;System
1005;Bank BJB Cimahi; Jl. Jend. H. Amir Machmud No. 451 Kota Cimahi - 40524;;;;107.5486977;-6.8756306;System;System
1006;Klinik An Nisa;JL. Jend A Yani, 407, Garut, Indonesia;;;;107.8792855;-7.2157585;System;System
1007;Polsek Rengasdengklok;Polsek Rengasdengklok Jl. Raya Rengas Dengklok Karawang 41352;;;;107.29757317;-6.173771;System;System
1008;PT TRILESTARI ST;Jl. Akses Tol Baros, Cimahi, Jawa Barat 40521;;;;107.540702;-6.892578;System;System
1009;RSU. Kasih Bunda;JL. Mahar Martanegara, No. 166, Cimahi;;;;107.5456555;-6.9003592;System;System
1010;Polsek Rawamerta;Sukamerta Rawamerta Kab. Karawang, Jawa Barat;;;;107.3451313;-6.22626;System;System
1011;Tunas Jaya Motor;Jl. Jendral Gatotsubroto No.20, Cimahi Tengah, Jawa Barat 40523;;;;107.5449347;-6.8774047;System;System
1012;Klinik Dokter Trisna;JL. Otto Iskandardinata, No. 266, Cimanganten, Tarogong Kaler, Kab. Garut 44151;;;;107.8792855;-7.2157585;System;System
1013;Polsek Pedes;Polsek Pedes Jl. Ps. Cibuaya Kab. Karawang, Jawa Barat 41353;;;;107.3885917;-6.071657;System;System
1014;BII ATM Rajawali Trade Center;JL. Rajawali Raya Cirebon West Java 45124;;;;108.5636841;-6.7404121;System;System
1015;RSB Harapan Bunda;Jl. Jendral Sudirman No.9, Cimahi Tengah;;;;107.5346367;-6.8891351;System;System
1016;Polsek Pakisjaya;Jl. Raya Pakisjaya Kab. Karawang, Jawa Barat 41355;;;;107.06600912;-5.988599;System;System
1017;Ms Automobile;Jl. Citeureup No.43A, Cimahi Utara, Jawa Barat 40512;;;;107.548819;-6.86131;System;System
1018;CISANCA Klinik;JL. Raya Samarang, No. 198, Mekarwangi, Tarogong Kaler, Kab. Garut 44151;;;;107.8792856;-7.2157586;System;System
1019;Polsek Tirtajaya;Jl. Raya Pebayuran Bekasi Karawang Bekasi, Jawa Barat 41357;;;;107.248630211;-6.0409586;System;System
1020;Bank BJB Soreang;Jl. Raya Soreang Km 17 Depan Kantor Pemda Kab. Bandung Soreang;;;;107.5095177;-7.0407201;System;System
1021;RSU AVISENA;Jalan Melong, Cimahi Selatan;;;;107.5556792;-6.9220036;System;System
1022;Polsek Tempuran;Jl. Raya Tempuran Kab. Karawang, Jawa Barat 41385;;;;107.248630211;-6.0409586;System;System
1023;Bengkel Mobil Dan Motor Victory;Jl. Kerkhof No.58, Kota Cimahi, Jawa Barat 40532;;;;107.530591;-6.90397;System;System
1024;R.Bersalin Melong Asih;Jl. Melong Asih No.11, Cimahi Sel., Bandung,;;;;107.5633905;-6.9188665;System;System
1025;Polsek Majalaya;Jl. Stasiun 5 Majalaya Soreang Jawa Barat 40382;;;;107.5200711;-7.027294;System;System
1026;AHRS Cimahi;JL. Jenderal H. Amir Machmud, No. 303, Cimahi, 40522;;;;107.8902456;-6.8908301;System;System
1027;Poliklinik Muhammadiyah;JL. Jenderal A. Yani, No. 156, Indonesia;;;;107.902544;-7.215584;System;System
1028;Polsek Ciampel;Jl. Raya Kotapohaci No 23 Ciampel Karawang;;;;107.332798412;-6.4283516;System;System
1029;ATM Bank BJB RS Bunda Syariah;Jl. Kesambi Cirebon Kota Cirebon, Jawa Barat 45134;;;;108.5611211;-6.7288619;System;System
1030;Klinik Permata Insan;Komplek Permata, Jalan Permata Raya Blok C-5 No.Kav. 01, Ngamprah, Bandung Barat,;;;;107.518907;-6.863694;System;System
1031;Polsek Kotabaru;Jl. Surya Darma KM. 10, Kota Baru Jambi;;;;103.59623417;-1.669276;System;System
1032;SM Mobil;JL. Cihanjuang, No. 128, 40513;;;;107.5633738;-6.8638361;System;System
1033;Poliklinik Pesantren Alamanah;JL. Pembangunan, No. 83, Indonesia;;;;107.887523;-7.204429;System;System
1034;POLRES SUBANG;Jl. Mayjen Sutoyo No. 29 Subang Jawa Barat 41211;;;;107.76379817;-6.55767;System;System
1035;ATM Bank BJB KCP Perumnas Cirebon;Ciremai Raya Perumnas Cirebon Kota Cirebon, Jawa Barat 45142;;;;108.5611574;-6.7484421;System;System
1036;Klinik Labio Abadi;JL. Raya Barat 618, Cimahi, 40526;;;;107.562514;-6.899687;System;System
1037;Polsek Pusakanegara;Jl. Pusakaratu-Pusakanegara Kab. Subang, Jawa Barat 41255;;;;107.887610912;-6.242964;System;System
1038;SPBU Pertamina 34-17111;Jl.Raya Cut Mutia Bekasi,Jawa Barat 17113;;;;107.014717;-6.250094;System;System
1039;Rumah Sakit Azra;Jalan Raya Pajajaran No. 219, Bogor;;;;106.8078377;-6.5790494;System;System
1040;Polsek Pamanukan;Jl. Raya Pamanukan Kab. Subang, Jawa Barat 41254;;;;107.887610912;-6.242964;System;System
1041;ATM Bank BJB KCP Harjamukti;Jl. Jend. Sudirman Cirebon Kota Cirebon, Jawa Barat 45143;;;;108.5442113;-6.746645;System;System
1042;RSUD Kabupaten Tasikmalaya;JL. Rancamaya Singaparna 46417;;;;108.141472;-7.344889;System;System
1043;Polsek Ciasem;Jl. A. Yani Ciasem Subang Jawa Barat;;;;107.887610912;-6.242964;System;System
1044;Puji Service;JL. Pesantren, No. 17, 40912;;;;107.5585457;-6.8816621;System;System
1045;Rumah Sakit Karya Bhakti Pratiwi;Jl. Raya Dramaga Km. 7, Bogor;;;;106.7783731;-6.5806629;System;System
1046;Polsek Subang;JL. Darmodiharjo Kec. Subang Jawa Barat 41211;;;;107.887610912;-6.242964;System;System
1047;Mandiri ATM Carrefour DR.Cipto;Cirebon Kota Cirebon, Jawa Barat 45131;;;;108.5537288;-6.7294868;System;System
1048;Rumah Sakit Prasetya Bunda;JL. Ir. H. Juanda, 46181;;;;108.201728;-7.3094426;System;System
1049;Polsek Jalan Cagak;JL. Simpang Jalancagak Kec. Subang;;;;107.887610912;-6.242964;System;System
1050;Bank BJB Serang;PT. BPD Jawa Barat Dan Banten Jl. Veteran No. 6 Serang - 42117, Prov. Banten;;;;106.152788;-6.118484;System;System
1051;Rumah Sakit Permata Bunda;JL. Brigjen. Wasitakusumah, No. 1, Indihiang, 46151;;;;108.197573;-7.2832631;System;System
1052;Polsek Binong;Jl. Raya Binong Cipeundeuy Jawa Barat 41272;;;;107.887610912;-6.242964;System;System
1053;Bank BJB Sumedang; Jl. Prabu Geusan Ulun No.89 Kab. Sumedang - 45312;;;;94.1766668;19.551011;System;System
1054;RS JASA KARTINI;Jl. Oto Iskandardinata No. 15, Tasikmalaya, Jawa Barat;;;;108.222462;-7.326277;System;System
1055;Polsek Pagaden;Jl Raya Kamarung No 450 Pagaden Subang, Tlp 0260-450110;;;;107.887610912;-6.242964;System;System
1056;Bank Jabar Banten (BJB) Cilegon;JL Cut Nyak Dien, No. 1 Cilegon Banten;;;;106.0322608;-5.999092;System;System
1057;RS Islam Tasikmalaya;Jl. Tamansari Gobras No. 228, Tasikmalaya, Jawa Barat 46196;;;;108.233303;-7.378874;System;System
1058;Polsek Sagalaherang;Jl. Sagala Herang Subang;;;;7.887610912;-6.242964;System;System
1059;Bank BJB Tamansari; Jl. Tamansari No. 18 Kota Bandung;;;;107.6056908;-6.9226751;System;System
1060;RS Tasik Medika Citratama (TMC);JL. HZ Mustofa, No. 96, Yudanagara Cihideung;;;;108.217995;-7.338552;System;System
1061;Polsek Cipeundeuy;JL. Raya Cipeundeuy, Cipeundeuy Kec. Subang;;;;107.887610912;-6.242964;System;System
1062;Aneka Jaya;JL Amir Mahmud, No. 363, Cimahi, 40522;;;;107.5512781;-6.8818063;System;System
1063;Rumah Sakit Bersalin Dewi Sartika;JL. Paseh, No. 71, 46125;;;;108.209222;-7.338978;System;System
1064;Polsek Cisalak;JL. Raya Kumpay Kec. Subang;;;;107.887610912;-6.242964;System;System
1065;Rida Utama Karya;JL. Kalidam, No. 123, 40523;;;;107.5438189;-6.881815;System;System
1066;Rumah Sakit Islam Bogor;Jl. Perdana Raya No.22;;;;106.7923202;-6.5590481;System;System
1067;Polsek Purwadadi;Jl. Raya Pasir Bungur Kec. Subang Jawa Barat 41261;;;;107.887610912;-6.242964;System;System
1068;Shop&Drive Padasuka,Cimahi;Jl. Jendral H. Amirmachmud No. A-763, Padasuka, Cimahi Tengah, 40526;;;;107.5299498;-6.8719775;System;System
1069;RSB Karmini;JL. Rumah Sakit Umum, No. 56-58;;;;108.224448;-7.332098;System;System
1070;Polsek Patok Beusi;CiberesPatokbeusi Kab. Subang, Jawa Barat;;;;107.887610912;-6.242964;System;System
1071;BNI ATM;Jl. Cilebut Bojongede Kota Bogor, Jawa Barat 16920;;;;106.8054747;-6.4784392;System;System
1072;Rumah Sakit Family Medical Center;Jalan Raya Bogor KM.51, Jawa Barat;;;;106.8273966;-6.5341803;System;System
1073;Polsek Compreng;JL Raya Compreng, Pusakanagara, 41258 Kab. Subang;;;;107.887610912;-6.242964;System;System
1074;Delta;JL Raya Barat, No. 780, Cimahi;;;;107.5339532;-6.8696239;System;System
1075;Polsek Sumedang Utara;Jl. Pasar Sumedang No. 3 Kab. Sumedang, Jawa Barat 45322;;;;107.668887;-7.090911;System;System
1076;Polsek Cikaum;JL. Raya Cikaum, Binong Kab. Subang;;;;107.737483412;-6.427944;System;System
1077;Bank BJB Suci;Jl. P.H.H. Mustopa No.66 Kota Bandung - 40124;;;;107.6411936;-6.9017299;System;System
1078;Rumah Sakit Islam Tasikmalaya;JL. May SL Tobing, Km. 9, 2, Sambongpari, Mangkubumi, Tasikmalaya;;;;108.207065;-7.346425;System;System
1079;Polsek Cibogo;JL. Raya Belendung, Cibogo Kec. Subang Jawa Barat 41211;;;;107.887610912;-6.242964;System;System
1080;Sinar Terang Motor;JL Kol Masturi, No. 214;;;;107.5432089;-6.8655533;System;System
1081;Rumah Sakit Dr. Haji Marzoeki Mahdi;Jl Dr Semeru 114;;;;106.7811302;-6.5825414;System;System
1082;Polsek Kalijati;Jl. Raya Kalijati;;;;107.654644512;-6.5193285;System;System
1083;Polsek Citamiang;Jalan Pramuka No. 14 Sukabumi Jawa Barat 43142;;;;106.929239;-6.9369479;System;System
1084;Rumah Sakit Tasik Medical Center;JL. Zainal Mustofa 310, 46125, Nagarawangi, Cihideung, Tasikmalaya;;;;108.218634;-7.336596;System;System
1085;Polsek Blanakan;JL. Ciasem, Blanakan Kab. Subang;;;;107.654644512;-6.5193285;System;System
1086;Bank BJB Cikarang;Jl. H. Usmar Ismail Kav. 02 Movieland Kawasan Jababeka Desa Mekarmukti Kec. Cikarang Utara Kab. Bekasi;;;;107.1709565;-6.2941093;System;System
1087;RS. PMI Bogor;Jalan Pajajaran No. 80, Bogor;;;;106.8063725;-6.5992254;System;System
1088;Polsek Pabuaran;Jl. Raya Wantilan-Cipeundeuy Cipeundeuy Jawa Barat 41272;;;;107.654644512;-6.5193285;System;System
1089;ATM BNI SPBU TEGAR BERIMAN;Komplek Pemda Bogor, Jl. Tegar Beriman Cibinong Jawa Barat 16914;;;;106.8355369;-6.4852511;System;System
1090;Rumah Sakit Syifa Medina;JL Bantar, No. 17A, Argasari, Cihideung, Tasikmalaya;;;;108.214536;-7.322904;System;System
1091;POLRES SUMEDANG;Jl. Prabu Geusan Ulun No. 2 Sumedang Jawa Barat 45311;;;;107.654644512;-6.5193285;System;System
1092;Beben;JL Raya Amir Machmud, No. 657, Cimahi;;;;107.5544022;-6.8862011;System;System
1093;Polsek Cimalaka;Jl. Raya Cibeureum 123 Kab. Sumedang, Jawa Barat  45353;;;;107.958176;-6.815524;System;System
1094;Polsek Sumedang Utara;Polsek Sumedang Utara Jl. Pasar Sumedang No. 3 Kab. Sumedang, Jawa Barat 45322;;;;107.654644512;-6.5193285;System;System
1095;ATM BNI ALFAMIDI BOJONG GEDE;Jl. Raya Bojonggede Bojong Gede Bogor, Jawa Barat 16922;;;;106.7974978;-6.4862079;System;System
1096;RS Bina Husada;Jl. Mayor Oking Jayaatmaja KM. 1 No. 101, Cibinong, Jawa Barat;;;;106.8637207;-6.4731907;System;System
1097;Polsek Cimalaka;Jl. Raya Cibeureum 123 Kab. Sumedang, Jawa Barat 45353;;;;107.654644512;-6.5193285;System;System
1098;ATM Bank BNI;SPBU Citeureup Jl. Raya Mayor Oking Kota Bogor, Jawa Barat 16810;;;;106.8718755;-6.4871593;System;System
1099;Rumah Sakit Ibu dan Anak CITRA INSANI;Jl. Raya Parung No. 242, Lebakwangi, Parung Bogor;;;;106.7338139;-6.444552;System;System
1100;Polsek Buah Dua;Jl. Raya Buah Dua 471 Kab. Sumedang, Jawa Barat 45392;;;;107.654644512;-6.5193285;System;System
1101;ATM BNI KLN CIBINONG-CDM;Jalan Raya Cibinong No. 600 Cibinong Jawa Barat 16913;;;;106.8151199;-6.494656;System;System
1102;RSB UMMI;JL. Paseh, No. 10, Tugujaya, Cihideung, Tasikmalaya;;;;108.20677;-7.342079;System;System
1103;Polsek Conggeang;Jl. Raya Buahdua Kab. Sumedang, Jawa Barat 45391;;;;107.654644512;-6.5193285;System;System
1104;BAnk BJB Bekasi;Jl. Ir.H. Djuanda No.126 BEKASI;;;;107.0095259;-6.2472893;System;System
1105;RSUD LEUWILIANG;Jalan Raya Cibeber, Keracak, Leuwiliang, Bogor, Jawa Barat;;;;106.6275943;-6.5744858;System;System
1106;Polsek Jatigede;Jl. Cadas Ngampar 03/03 Kab. Sumedang, Jawa Barat 54374;;;;107.654644512;-6.5193285;System;System
1107;Bank BJB Bogor; Jl. Kapten Muslihat No.11-13 Kota Bogor - 16121;;;;106.7925207;-6.6037139;System;System
1108;Rumah Sakit Trimitra Bogor;Jl. Raya Jakarta Bogor KM 43, Cibinong, Bogor;;;;106.8473361;-6.4738643;System;System
1109;Polsek Tj. Kerta;Kab. Sumedang, Jawa Barat 45354;;;;107.654644512;-6.5193285;System;System
1110;ATM BNI PT. JMTECH BUSANA GLOBAL;Tarikolot Citeureup Bogor, Jawa Barat;;;;106.8882691;-6.4984163;System;System
1111;Polsek Buah Dua;Jl. Raya Buah Dua 471 Kab. Sumedang, Jawa Barat 45392;;;;107.957725;-6.7083963;System;System
1112;Polsek Darmaraja;Jl. Darma Raja 252 Kab. Sumedang, Jawa Barat 45372;;;;107.654644512;-6.5193285;System;System
1113;Bank BJB Depok;Jl. Margonda Raya No.29 Kota Depok - 16432;;;;106.8297148;-6.3585836;System;System
1114;Vita Medika Klinik;JL. RE Martadinata, No. 126, Cipedes, Tasikmalaya;;;;108.214431;-7.314794;System;System
1115;Polsek Jt. Nunggal;Jl. Kaum Kaler Darmaraja Sumedang Kab. Sumedang, Jawa Barat 45373;;;;107.654644512;-6.5193285;System;System
1116;Bank BJB Purwakarta;Jl Jendral Sudirman No. 63-64 Kab. Purwakarta - 41114;;;;107.443694;-6.5476421;System;System
1117;RSIA Assalam;Jl. Raya Bogor KM.47, Kota Bogor;;;;106.8433944;-6.5003889;System;System
1118;Polsek Situraja Sumedang;Jl. Warung Ketan Cicau Kab. Sumedang, Jawa Barat 45371;;;;108.010090512;-6.8683655;System;System
1119;ATM BNI ALFAMIDI SUKA HATI;Sukahati Cibinong Bogor, Jawa Barat;;;;106.8137252;-6.5197783;System;System
1120;Klinik Dokter Anda;Jl. Garuda, Cibeureum, Tasikmalaya;;;;108.2171633;-7.3505808;System;System
1121;Polsek Rancakalong;Rancakalong Kab. Sumedang, Jawa Barat;;;;107.654644512;-6.5193285;System;System
1122;ATM BNI SPBU MAYOR OKING;Jalan Mayor Oking Raya Jawa Barat 16810;;;;106.8993574;-6.5329931;System;System
1123;RSUD Ciawi;JL. Raya Ciawi, Muarasari, Bogor Sel.;;;;106.832719;-6.638592;System;System
1124;Polsek Sumedang Selatan;Marga Jaya Tanjungsari Kab. Sumedang, Jawa Barat;;;;107.654644512;-6.5193285;System;System
1125;Bank BJB Cibinong;Komplek Perkantoran Pemda Kab Bogor Jl. Tegar Beriman - CIBINONG KAB. BOGOR 16914;;;;106.8243897;-6.4839554;System;System
1126;Cibinong Hospital;Jl. KSR Dadi Kusmayadi No. 27, Cibinong, Jawa Barat;;;;106.8315345;-6.4728746;System;System
1127;Polsek Ujungjaya;Jl. Ujung Jaya 05/02 Kab. Sumedang, Jawa Barat 45383;;;;107.654644512;-6.5193285;System;System
1128;ATM BNI GEDUNG REKTORAT IPB;Jalan Raya Darmaga Bogor Barat Bogor Jawa Barat 16680;;;;106.7277949;-6.5606735;System;System
1129;Klinik Medika Avicena;JL. Dr Moch Hatta, No. 72 a, Sukamanah, Cipedes, Tasikmalaya;;;;108.224579;-7.319009;System;System
1130;Polsek Jatinangor;Jl. Raya Jatinangor Kab. Sumedang, Jawa Barat 45363;;;;107.654644512;-6.5193285;System;System
1131;Bank BJB Karawang;Jl. Kertabumi No.2 Kab. Karawang;;;;107.2908901;6.298613;System;System
1132;Polsek Conggeang;Jl. Raya Buahdua Kab. Sumedang, Jawa Barat 45391;;;;107.9586581;-6.7106114;System;System
1133;Polsek Tanjungsari;Jalan Raya Tanjung Sari No. 157 Sumedang Jawa Barat 45362;;;;107.654644512;-6.5193285;System;System
1134;ATM BNI GIANT YASMIN;Curug Bogor Bar. Kota Bogor, Jawa Barat;;;;106.7687473;-6.5550153;System;System
1135;RS Salak Bogor;Jl. Jenderal Sudirman, No. 8, Sempur, Bogor;;;;106.795109;-6.5918086;System;System
1136;Polsek Cimanggung;Jl. Raya Cimanggung Kab. Sumedang, Jawa Barat 45364;;;;107.654644512;-6.5193285;System;System
1137;ATM BNI BNI SYARIAH KCP CIBUBUR COUNTRY;Bubulak Bogor Bar. Kota Bogor, Jawa Barat;;;;106.750401;-6.555764;System;System
1138;Klinik Zarra Medika;Jl. Raya Singaparna, Singaparna, Tasikmalaya;;;;108.148336;-7.341438;System;System
1139;Polsek Tomo;Jl. Raya Timur Kec. Majalengka Jawa Barat 45411;;;;107.654644512;-6.5193285;System;System
1140;Bank BJB Sukabumi;Jl. Jend. A. Yani No. 35 A-37 Kota Sukabumi;;;;106.930189;-6.922358;System;System
1141;Rumah Sakit Mary Cileungsi;Jl. Raya Narogong Km. 21, Cileungsi, Bogor;;;;106.9694138;-6.3995965;System;System
1142;Polsek Legok;Jl. Raya Legok Karawaci Kec. Tgr Banten 15311;;;;107.654644512;-6.5193285;System;System
1143;ATM BNI LANUD ATANG SANJAYA;Jl. Raya Semplak Bogor Jawa Barat 16310;;;;106.7592501;-6.5483168;System;System
1144;RSIA Hermina Bogor;Jl. Ring Road I Kav.23, 25, 27, Perumahan Taman Yasmin, Bogor;;;;106.7739785;-6.5569501;System;System
1145;POLRES GARUT;Jalan Jenderal Sudirman No.333 Garut Jawa Barat 44182;;;;107.654644512;-6.5193285;System;System
1146;ATM BNI RAMAYANA BOGOR SQUARE;Jl. Sholeh Iskandar;;;;106.7806563;-6.5504134;System;System
1147;Rumah Sakit Umum Daerah Ciamis;JL. Rumah Sakit, No. 76, Ciamis, Kec. Ciamis, Kab. Ciamis, Jawa Barat;;;;108.359322;-7.334695;System;System
1148;Polwil Priangan Garut;Jl. Jenderal Sudirman Kab. Garut, Jawa Barat 40241;;;;107.654644512;-6.5193285;System;System
1149;ATM BNI KLN WARUNG JAMBU;Jalan Kedunghalang No. 20 Jawa Barat 16158;;;;106.8065583;-6.5527895;System;System
1150;Rs. Lanud Atang Sanjaya;Jalan Raya Semplak, Kompleks Atang Sanjaya, Semplak, Bogor, Jawa Barat;;;;106.7627524;-6.5438688;System;System
1151;Polres Garut;Jalan Jenderal Sudirman No.333 Garut Jawa Barat 44182;;;;107.654644512;-6.5193285;System;System
1152;RS ADVENT Bandung;Jln Cihampelas No 161;;;;107.6038311;-6.8920933;System;System
1153;Rumah Sakit (RS) Al Arif;JL. Laks L RE Martadinata, No. 158-B, Baregbeg, Kec. Ciamis, Kab. Ciamis;;;;108.356448;-7.308708;System;System
1154;Polsek Ciwalen;Ciwalen Warungkondang Kab. Cianjur, Jawa Barat;;;;107.654644512;-6.5193285;System;System
1155;ATM BNI PRIMAGAMA POMAD;Jl. Raya Bogor Jawa Barat;;;;106.8139692;-6.5649614;System;System
1156;RS. MH Thamrin CILEUNGSI;Jalan Raya Narogong KM. 16, Limus Nunggal, Cileungsi, Bogor, Jawa Barat;;;;106.9709726;-6.3747271;System;System
1157;Polsek Kota Wetan;Jl. Pasundan Garut Kota Kab. Garut, Jawa Barat 44112;;;;107.90869914;-7.227906;System;System
1158;ATM BNI ANTAM;Jl. Gunung Tanggal Leuwiliang Bogor, Jawa Barat 16640;;;;106.6316255;-6.5689908;System;System
1159;Sentral Medika Hospital;Jalan Raya Mayor Oking Jaya Atmaja No. 9, Cibinong, Bogor;;;;106.8656015;-6.480139;System;System
1160;Polsek Kota Kulon;Pulo Gadung Kota Jkt Tim., Daerah Khusus Ibukota Jkt 13240;;;;107.654644512;-6.5193285;System;System
1161;RS AL-Islam;Jln. Soekarno Hatta 644 Bandung 40286;;;;107.668881;-6.939962;System;System
1162;Rumah Sakit Nirmala Ciamis;JL. Sukaharja, RT. 001 RW. 01, Ciamis, Kec. Ciamis, Kab. Ciamis;;;;108.350011;-7.333282;System;System
1163;Polsek Muara Sanding;Garut Kota Kab. Garut, Jawa Barat;;;;107.654644512;-6.5193285;System;System
1164;Bank BJB Cianjur;Jl. HOS. Cokroaminoto No.56 A Kel. Muka, Kec. Cianjur, Kab. Cianjur - 43215;;;;107.1447551;-6.8132811;System;System
